지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),현상번호(국내식),지면온도(°C)
133,대전,2022-01-03 11:00,-.5,,1.3,60,1,,2.4
133,대전,2022-01-03 12:00,1.3,,2.3,50,1,,4.8
133,대전,2022-01-03 13:00,2.3,,1.4,41,1,,7
133,대전,2022-01-03 14:00,3.5,,2.1,39,1,,7.5
133,대전,2022-01-03 15:00,3.6,,3.5,41,.9,,5.4
133,대전,2022-01-03 16:00,4,,2.8,41,1,,3.3
133,대전,2022-01-03 17:00,2.5,,1.9,45,.7,,-.4
133,대전,2022-01-03 18:00,.9,,1.1,50,0,,-1.6
133,대전,2022-01-03 19:00,-.1,,1.5,55,,,-2.3
133,대전,2022-01-03 20:00,-1,,1.1,59,,,-3
133,대전,2022-01-03 21:00,-1.5,,1.5,62,,,-3.4
133,대전,2022-01-03 22:00,-.9,,2.4,66,,,-2.5
133,대전,2022-01-03 23:00,.5,,2.1,63,,,-1.2
133,대전,2022-01-04 00:00,.8,,2.5,64,,,-1.1
133,대전,2022-01-04 01:00,.9,,2.2,66,,10,-2.1
133,대전,2022-01-04 02:00,.1,,1.2,70,,,-2.5
133,대전,2022-01-04 03:00,.9,0,2.3,71,,,-1.2
133,대전,2022-01-04 04:00,.7,,1.6,70,,10,-.9
133,대전,2022-01-04 05:00,.6,,1.3,73,,10,-1.1
133,대전,2022-01-04 06:00,-.1,0,1.9,76,,,-3.3
133,대전,2022-01-04 07:00,-1.4,,2.3,69,,,-4.6
133,대전,2022-01-04 08:00,-1.7,,3.3,50,0,,-4.8
133,대전,2022-01-04 09:00,-.8,,2.2,51,1,,-3.3
133,대전,2022-01-04 10:00,.5,,3,47,1,,.4
133,대전,2022-01-04 11:00,1.6,,2.2,45,1,,3.6
133,대전,2022-01-04 12:00,2.4,,2.9,40,1,,6.3
133,대전,2022-01-04 13:00,3.4,,2.7,33,1,,8
133,대전,2022-01-04 14:00,4.5,,3.8,26,1,,8.1
133,대전,2022-01-04 15:00,5,,3.2,22,1,,6.8
133,대전,2022-01-04 16:00,5.2,,1.7,21,1,,4.3
133,대전,2022-01-04 17:00,2.5,,2,20,.7,,-.6
133,대전,2022-01-04 18:00,.4,,2.8,27,0,,-1.7
133,대전,2022-01-04 19:00,-.9,,2.7,31,,,-2.8
133,대전,2022-01-04 20:00,-2,,2.2,39,,,-3.6
133,대전,2022-01-04 21:00,-2.6,,1.6,45,,,-4.2
133,대전,2022-01-04 22:00,-3.2,,1.7,49,,,-4.7
133,대전,2022-01-04 23:00,-3.8,,1.5,51,,,-5.4
133,대전,2022-01-05 00:00,-4.1,,.6,56,,,-5.6
133,대전,2022-01-05 01:00,-4.7,,1.6,58,,,-5.9
133,대전,2022-01-05 02:00,-5.4,,1.6,61,,,-6.2
133,대전,2022-01-05 03:00,-5.6,,.4,61,,,-5.7
133,대전,2022-01-05 04:00,-5.7,,1.7,64,,,-5.9
133,대전,2022-01-05 05:00,-5.6,,.4,66,,,-5.4
133,대전,2022-01-05 06:00,-5.6,,1.3,70,,,-5
133,대전,2022-01-05 07:00,-5.3,,.6,71,,,-4.5
133,대전,2022-01-05 08:00,-4.9,,1.1,71,0,,-4.2
133,대전,2022-01-05 09:00,-4.3,,1.1,65,0,,-2.5
133,대전,2022-01-05 10:00,-2.8,,.8,61,0,,-.2
133,대전,2022-01-05 11:00,-1,,.7,51,0,,2
133,대전,2022-01-05 12:00,.2,,1.8,47,0,,2.3
133,대전,2022-01-05 13:00,.7,,1,47,0,,3.1
133,대전,2022-01-05 14:00,2.1,,.9,42,.3,,4.3
133,대전,2022-01-05 15:00,2.5,,1.9,41,.1,,2.3
133,대전,2022-01-05 16:00,2.6,,.9,40,0,,1
133,대전,2022-01-05 17:00,2.1,,.8,42,0,,-.6
133,대전,2022-01-05 18:00,1.4,,1.1,44,0,,-.6
133,대전,2022-01-05 19:00,1,,.8,46,,,-.6
133,대전,2022-01-05 20:00,.7,,.9,48,,,-.7
133,대전,2022-01-05 21:00,.5,,1,48,,,-.8
133,대전,2022-01-05 22:00,.5,,1.1,48,,,-.7
133,대전,2022-01-05 23:00,.2,,1.2,51,,,-1.1
133,대전,2022-01-06 00:00,-.4,,1.1,49,,,-2.1
133,대전,2022-01-06 01:00,-1.4,,1,51,,,-3.3
133,대전,2022-01-06 02:00,-2.1,,.2,53,,,-3.9
133,대전,2022-01-06 03:00,-2.6,,.8,58,,,-4.6
133,대전,2022-01-06 04:00,-3.2,,.6,61,,,-5.2
133,대전,2022-01-06 05:00,-4.1,,1.4,66,,40,-5.7
133,대전,2022-01-06 06:00,-4.8,,1.5,67,,40,-6.1
133,대전,2022-01-06 07:00,-5,,.2,70,,40,-6.6
133,대전,2022-01-06 08:00,-5.4,,.6,73,0,40,-6.6
133,대전,2022-01-06 09:00,-4.2,,.6,71,1,40,-4.7
133,대전,2022-01-06 10:00,-.9,,.9,61,1,40,0
133,대전,2022-01-06 11:00,1.5,,1.1,42,1,40,3.1
133,대전,2022-01-06 12:00,3.1,,3.2,27,1,,6.1
133,대전,2022-01-06 13:00,3.8,,4.1,28,1,,8.1
133,대전,2022-01-06 14:00,5.3,,3.2,25,1,,8.8
133,대전,2022-01-06 15:00,5.8,,3.2,24,1,,7.2
133,대전,2022-01-06 16:00,5.6,,2.8,24,1,,4.2
133,대전,2022-01-06 17:00,4,,2.3,27,.7,,-.6
133,대전,2022-01-06 18:00,2,,2.8,32,0,,-1.7
133,대전,2022-01-06 19:00,.4,,2,40,,,-2.7
133,대전,2022-01-06 20:00,-.7,,1.9,45,,,-3.5
133,대전,2022-01-06 21:00,-1.6,,1.6,50,,,-4.2
133,대전,2022-01-06 22:00,-2.6,,.2,52,,,-4.9
133,대전,2022-01-06 23:00,-2.8,,.4,56,,,-5.1
133,대전,2022-01-07 00:00,-3.6,,.8,58,,,-5.7
133,대전,2022-01-07 01:00,-4.2,,1,62,,,-6
133,대전,2022-01-07 02:00,-5.1,,.7,64,,,-6.6
133,대전,2022-01-07 03:00,-5.4,,.7,67,,,-6.9
133,대전,2022-01-07 04:00,-6,,.9,69,,,-7.3
133,대전,2022-01-07 05:00,-6.5,,1.1,72,,,-7.6
133,대전,2022-01-07 06:00,-6.8,,.8,74,,40,-7.8
133,대전,2022-01-07 07:00,-7.3,,1.1,76,,40,-8.2
133,대전,2022-01-07 08:00,-7.5,,.6,77,0,40,-8.2
133,대전,2022-01-07 09:00,-6,,.8,75,1,40,-5.8
133,대전,2022-01-07 10:00,-2.1,,.4,65,1,40,-.2
133,대전,2022-01-07 11:00,0,,1.1,52,1,40,3.1
133,대전,2022-01-07 12:00,2.4,,1.5,42,1,40,6.3
133,대전,2022-01-07 13:00,3.5,,2,39,1,,8.3
133,대전,2022-01-07 14:00,5.1,,1.6,30,1,,8.7
133,대전,2022-01-07 15:00,6.3,,1.9,21,1,,7.5
133,대전,2022-01-07 16:00,6.6,,.9,19,1,,4.4
133,대전,2022-01-07 17:00,4.3,,1.7,26,.7,,-.6
133,대전,2022-01-07 18:00,2.7,,1.7,32,0,,-2
133,대전,2022-01-07 19:00,.9,,2.5,38,,,-2.8
133,대전,2022-01-07 20:00,-.5,,1.9,37,,,-3.8
133,대전,2022-01-07 21:00,-1.5,,.3,43,,,-4.5
133,대전,2022-01-07 22:00,-2.3,,2,48,,,-4.7
133,대전,2022-01-07 23:00,-3,,.2,48,,,-5.4
133,대전,2022-01-08 00:00,-3.5,,1.3,52,,,-5.5
133,대전,2022-01-08 01:00,-4.2,,1.2,52,,,-6
133,대전,2022-01-08 02:00,-4.8,,.9,58,,,-6.5
133,대전,2022-01-08 03:00,-5.1,,.2,61,,,-6.8
133,대전,2022-01-08 04:00,-5.7,,.5,62,,,-7
133,대전,2022-01-08 05:00,-6.2,,.3,65,,,-7.3
133,대전,2022-01-08 06:00,-6.3,,.8,67,,40,-7.4
133,대전,2022-01-08 07:00,-6.7,,.8,70,,40,-7.6
133,대전,2022-01-08 08:00,-6.9,,.7,71,0,40,-7.6
133,대전,2022-01-08 09:00,-5.3,,1.1,69,1,40,-5.2
133,대전,2022-01-08 10:00,-1.6,,.7,60,1,40,0
133,대전,2022-01-08 11:00,1.2,,1.7,46,1,40,3.7
133,대전,2022-01-08 12:00,3.9,,.9,39,1,,6.8
133,대전,2022-01-08 13:00,6,,1.1,38,1,,9.1
133,대전,2022-01-08 14:00,6.3,,3.9,44,1,,8.8
133,대전,2022-01-08 15:00,7,,2.3,41,1,,8.3
133,대전,2022-01-08 16:00,7,,2,41,1,,4.9
133,대전,2022-01-08 17:00,5.5,,1.5,45,.4,,1.6
133,대전,2022-01-08 18:00,4.9,,1.4,49,0,,.7
133,대전,2022-01-08 19:00,4.5,,.9,52,,,.4
133,대전,2022-01-08 20:00,4.3,,1.3,54,,,.2
133,대전,2022-01-08 21:00,3.8,,1.9,60,,,.3
133,대전,2022-01-08 22:00,3.5,,1.2,63,,,.2
133,대전,2022-01-08 23:00,3.5,,2.2,64,,,.1
133,대전,2022-01-09 00:00,2.7,,1.9,66,,,-.8
133,대전,2022-01-09 01:00,2.4,,2,67,,,-1
133,대전,2022-01-09 02:00,1.9,,1.8,69,,40,-1.1
133,대전,2022-01-09 03:00,1.7,,1.1,70,,40,-.9
133,대전,2022-01-09 04:00,1.5,,1.3,73,,40,-.8
133,대전,2022-01-09 05:00,1.5,,1.2,74,,40,-.6
133,대전,2022-01-09 06:00,1.3,,1.1,73,,40,-1.2
133,대전,2022-01-09 07:00,1.3,,.6,76,,40,-.8
133,대전,2022-01-09 08:00,.7,,.1,78,0,40,-1.7
133,대전,2022-01-09 09:00,.5,,.3,79,0,40,-1.1
133,대전,2022-01-09 10:00,2.3,,.2,76,.3,40,1.1
133,대전,2022-01-09 11:00,5.4,,1.9,63,1,40,4.2
133,대전,2022-01-09 12:00,6.5,,2.5,57,.6,40,7.8
133,대전,2022-01-09 13:00,6.9,,1.8,51,.9,40,9.1
133,대전,2022-01-09 14:00,6.9,,1.8,43,.8,40,9.5
133,대전,2022-01-09 15:00,7.8,,1.6,44,.8,40,9.5
133,대전,2022-01-09 16:00,7.7,,.9,41,1,40,6.9
133,대전,2022-01-09 17:00,5.8,,1.8,42,.7,40,2.1
133,대전,2022-01-09 18:00,3.6,,2.2,52,0,40,-.7
133,대전,2022-01-09 19:00,2.2,,1.5,55,,40,-1.3
133,대전,2022-01-09 20:00,1.3,,.4,58,,40,-1.9
133,대전,2022-01-09 21:00,.5,,1.4,61,,40,-2.4
133,대전,2022-01-09 22:00,-.3,,1.1,65,,40,-2.9
133,대전,2022-01-09 23:00,-1.1,,.6,70,,40,-3.3
133,대전,2022-01-10 00:00,-1.9,,.8,72,,40,-3.8
133,대전,2022-01-10 01:00,-2.3,,.1,75,,40,-4.2
133,대전,2022-01-10 02:00,-2.8,,1.4,76,,40,-4.3
133,대전,2022-01-10 03:00,-3.1,,.6,78,,40,-4.6
133,대전,2022-01-10 04:00,-3.6,,.9,79,,40,-5
133,대전,2022-01-10 05:00,-4.1,,.4,80,,4019,-5.4
133,대전,2022-01-10 06:00,-4.3,,1.2,83,,19,-5.3
133,대전,2022-01-10 07:00,-4.6,,1.5,85,,19,-5.4
133,대전,2022-01-10 08:00,-4.4,,.2,85,0,19,-4.5
133,대전,2022-01-10 09:00,-3.5,,1.2,83,0,19,-2.3
133,대전,2022-01-10 10:00,-1.9,,.4,80,0,19,-.2
133,대전,2022-01-10 11:00,1.4,,1.4,67,.9,4019,2.7
133,대전,2022-01-10 12:00,3,,.7,59,.6,40,4.6
133,대전,2022-01-10 13:00,5,,.8,51,1,40,8
133,대전,2022-01-10 14:00,6.3,,2.7,42,1,40,9.3
133,대전,2022-01-10 15:00,6.6,,2.6,29,.7,40,6.9
133,대전,2022-01-10 16:00,6.6,,2.7,36,1,40,5.2
133,대전,2022-01-10 17:00,5.1,,2.4,46,.2,40,2.6
133,대전,2022-01-10 18:00,4.1,,2.4,42,0,40,.6
133,대전,2022-01-10 19:00,3.2,,1.8,41,,40,-.1
133,대전,2022-01-10 20:00,2.7,,.6,45,,40,-.5
133,대전,2022-01-10 21:00,2.4,,1.3,49,,40,-.4
133,대전,2022-01-10 22:00,2.1,,.4,53,,40,-.5
133,대전,2022-01-10 23:00,1.8,,2.1,55,,40,-.7
133,대전,2022-01-11 00:00,.7,0,.7,80,,401905,-.5
133,대전,2022-01-11 01:00,.3,,.1,86,,1905,-.5
133,대전,2022-01-11 02:00,.3,,1.2,88,,1905,-.4
133,대전,2022-01-11 03:00,-.4,.3,5.2,73,,1905,-.6
133,대전,2022-01-11 04:00,-1.4,,2.7,76,,1905,-.7
133,대전,2022-01-11 05:00,-1.5,,3.1,68,,1905,-.8
133,대전,2022-01-11 06:00,-2.8,0,6,62,,05,-1.4
133,대전,2022-01-11 07:00,-4.5,,4.2,58,,05,-3.1
133,대전,2022-01-11 08:00,-5.4,,3.3,57,0,,-4.1
133,대전,2022-01-11 09:00,-5.1,0,3.1,58,.6,,-3.2
133,대전,2022-01-11 10:00,-4.2,,3.2,53,.5,,-1.3
133,대전,2022-01-11 11:00,-3.3,,4.3,47,1,,.2
133,대전,2022-01-11 12:00,-2.1,,4.4,45,1,,3.6
133,대전,2022-01-11 13:00,-1.9,,5.7,37,1,,4.8
133,대전,2022-01-11 14:00,-1,,4.3,34,1,,7.5
133,대전,2022-01-11 15:00,-1.8,,4.6,34,.9,,3
133,대전,2022-01-11 16:00,-1.2,,4.1,35,1,,2.5
133,대전,2022-01-11 17:00,-3.2,,4.4,40,.8,,-1.2
133,대전,2022-01-11 18:00,-4.4,,4.1,46,0,,-3.1
133,대전,2022-01-11 19:00,-5.3,,2.6,53,,,-4.3
133,대전,2022-01-11 20:00,-5.9,,2.5,56,,,-5.1
133,대전,2022-01-11 21:00,-6.6,,1.7,58,,,-5.6
133,대전,2022-01-11 22:00,-7.2,,1.3,61,,,-6.4
133,대전,2022-01-11 23:00,-6.8,,2,61,,,-5.2
133,대전,2022-01-12 00:00,-6.9,0,2.2,68,,05,-5.3
133,대전,2022-01-12 01:00,-7.9,,1.8,67,,05,-6.4
133,대전,2022-01-12 02:00,-8.4,,2,64,,05,-7.1
133,대전,2022-01-12 03:00,-8.8,0,2.3,58,,,-7.2
133,대전,2022-01-12 04:00,-9.2,,.9,55,,,-8
133,대전,2022-01-12 05:00,-10.4,,1.4,61,,,-9.1
133,대전,2022-01-12 06:00,-10.4,,.6,65,,,-9.4
133,대전,2022-01-12 07:00,-10.3,,1.4,69,,,-9.5
133,대전,2022-01-12 08:00,-10.5,,1.7,70,0,,-9.5
133,대전,2022-01-12 09:00,-8.6,,1.1,69,1,,-7.3
133,대전,2022-01-12 10:00,-5.9,,1.5,59,1,,-.8
133,대전,2022-01-12 11:00,-3.3,,1.6,52,1,,2.2
133,대전,2022-01-12 12:00,-2.8,,4.1,45,1,,4.7
133,대전,2022-01-12 13:00,-1.9,,3.1,42,1,,6.4
133,대전,2022-01-12 14:00,0,,3.7,34,1,,7
133,대전,2022-01-12 15:00,1.4,,1.4,33,1,,6.2
133,대전,2022-01-12 16:00,.8,,3.7,35,1,,2.6
133,대전,2022-01-12 17:00,-.7,,4.2,36,.8,,-1.2
133,대전,2022-01-12 18:00,-1.9,,4.2,35,0,,-2.8
133,대전,2022-01-12 19:00,-2.9,,3.9,37,,,-3.7
133,대전,2022-01-12 20:00,-3.7,,3.6,44,,,-4.3
133,대전,2022-01-12 21:00,-4.4,,1.5,42,,,-4.9
133,대전,2022-01-12 22:00,-4.7,,1.5,41,,,-5.5
133,대전,2022-01-12 23:00,-4.8,,1.5,46,,,-5.4
133,대전,2022-01-13 00:00,-5.1,,1.6,48,,,-5.9
133,대전,2022-01-13 01:00,-5.3,,1.9,51,,,-6.3
133,대전,2022-01-13 02:00,-5.8,,1,54,,,-5.6
133,대전,2022-01-13 03:00,-6.1,,.9,58,,,-6.9
133,대전,2022-01-13 04:00,-6.6,,.8,61,,,-7.2
133,대전,2022-01-13 05:00,-6.3,,1.1,61,,,-5.1
133,대전,2022-01-13 06:00,-6,,2,62,,,-5.1
133,대전,2022-01-13 07:00,-5.9,,1.6,72,,05,-4.5
133,대전,2022-01-13 08:00,-6.3,,1.4,77,0,05,-4
133,대전,2022-01-13 09:00,-5.8,.4,1.6,72,0,05,-3.2
133,대전,2022-01-13 10:00,-3.9,,3.1,61,.9,05,-.6
133,대전,2022-01-13 11:00,-2.1,,4.7,41,1,,2
133,대전,2022-01-13 12:00,-1.5,0,4.4,38,1,,4.5
133,대전,2022-01-13 13:00,-.5,,5.3,35,1,,7.3
133,대전,2022-01-13 14:00,-.4,,5,35,1,,6.8
133,대전,2022-01-13 15:00,-1.5,,7,36,.9,,.8
133,대전,2022-01-13 16:00,-.8,,4.1,35,.8,,2.3
133,대전,2022-01-13 17:00,-2.6,,5.8,41,.6,,-1.9
133,대전,2022-01-13 18:00,-3.5,,4.1,45,0,,-3.5
133,대전,2022-01-13 19:00,-4.1,,2.4,49,,,-4.4
133,대전,2022-01-13 20:00,-4.5,,2.7,51,,,-4.9
133,대전,2022-01-13 21:00,-4.6,0,4.3,54,,05,-4.5
133,대전,2022-01-13 22:00,-5.1,,4.2,59,,05,-4.6
133,대전,2022-01-13 23:00,-6.1,,3.1,55,,05,-6.4
133,대전,2022-01-14 00:00,-6.8,,2.5,50,,,-7.5
133,대전,2022-01-14 01:00,-7.7,,1.3,51,,,-8.5
133,대전,2022-01-14 02:00,-8.5,,.7,53,,,-9.1
133,대전,2022-01-14 03:00,-8.6,,1.4,56,,,-9.5
133,대전,2022-01-14 04:00,-9,,1.5,60,,,-9.5
133,대전,2022-01-14 05:00,-9.5,,1.3,64,,,-9.8
133,대전,2022-01-14 06:00,-9.9,,1.2,67,,,-10.1
133,대전,2022-01-14 07:00,-10.2,,1.2,71,,,-10.3
133,대전,2022-01-14 08:00,-10.4,,1,73,0,,-10.2
133,대전,2022-01-14 09:00,-8.4,,.9,69,1,,-7.4
133,대전,2022-01-14 10:00,-4.8,,1.2,57,1,,-.3
133,대전,2022-01-14 11:00,-2.3,,.9,46,1,,3.6
133,대전,2022-01-14 12:00,-1.1,,2.5,38,1,,6.9
133,대전,2022-01-14 13:00,.6,,2.4,32,1,,9.2
133,대전,2022-01-14 14:00,1.6,,3,27,1,,9.1
133,대전,2022-01-14 15:00,2.5,,2.3,24,1,,8.1
133,대전,2022-01-14 16:00,2.8,,.7,25,1,,5.1
133,대전,2022-01-14 17:00,1.2,,1.8,29,.8,,-1.3
133,대전,2022-01-14 18:00,0,,1.2,29,0,,-3
133,대전,2022-01-14 19:00,-1.3,,1.8,35,,,-3.7
133,대전,2022-01-14 20:00,-2.5,,.4,38,,,-4.8
133,대전,2022-01-14 21:00,-3,,1.4,42,,,-4.8
133,대전,2022-01-14 22:00,-3.4,,.6,42,,,-4.7
133,대전,2022-01-14 23:00,-3.6,,.8,46,,,-4.9
133,대전,2022-01-15 00:00,-3.7,,1.4,43,,,-5
133,대전,2022-01-15 01:00,-4.2,,.3,44,,,-5
133,대전,2022-01-15 02:00,-4.3,,.9,46,,,-5
133,대전,2022-01-15 03:00,-4.6,,1.5,49,,,-5.3
133,대전,2022-01-15 04:00,-4.7,,.6,50,,,-5.7
133,대전,2022-01-15 05:00,-5,,.6,52,,,-5.8
133,대전,2022-01-15 06:00,-5.4,,1.1,55,,,-6.6
133,대전,2022-01-15 07:00,-5.9,,.5,57,,,-7
133,대전,2022-01-15 08:00,-6.1,,.4,59,0,,-6
133,대전,2022-01-15 09:00,-5.3,,.3,59,0,,-3.2
133,대전,2022-01-15 10:00,-2.4,,.8,53,.6,,1.3
133,대전,2022-01-15 11:00,.8,,1.8,35,.9,,4.9
133,대전,2022-01-15 12:00,3.7,,1.4,30,1,,9.7
133,대전,2022-01-15 13:00,5,,1.6,23,1,,11.8
133,대전,2022-01-15 14:00,5.2,,1.9,27,.4,,7.8
133,대전,2022-01-15 15:00,5.4,,1.3,27,0,,7.2
133,대전,2022-01-15 16:00,6,,1.6,34,.4,,3.8
133,대전,2022-01-15 17:00,5.2,,1.5,40,0,,2.3
133,대전,2022-01-15 18:00,4.1,,.6,43,0,,-1.1
133,대전,2022-01-15 19:00,3.7,,.8,42,,,-.4
133,대전,2022-01-15 20:00,3.7,,1.2,46,,,-.5
133,대전,2022-01-15 21:00,3.8,,1.8,45,,,-.3
133,대전,2022-01-15 22:00,3.5,,1.1,46,,,-.9
133,대전,2022-01-15 23:00,2.9,,.6,48,,,-.6
133,대전,2022-01-16 00:00,3.1,,1,52,,,-.2
133,대전,2022-01-16 01:00,3.9,,1.7,64,,01,0
133,대전,2022-01-16 02:00,4.2,,1.4,73,,01,.2
133,대전,2022-01-16 03:00,3.9,0,1.5,76,,1901,.3
133,대전,2022-01-16 04:00,3.8,,2.6,74,,1901,.4
133,대전,2022-01-16 05:00,3.2,,1.5,70,,19,-.8
133,대전,2022-01-16 06:00,2.4,0,.9,73,,19,-1.2
133,대전,2022-01-16 07:00,2.6,,2.2,75,,19,-.4
133,대전,2022-01-16 08:00,2,,4.4,71,0,19,-.6
133,대전,2022-01-16 09:00,1.3,,4.8,58,.2,4019,-.8
133,대전,2022-01-16 10:00,1.9,,4,47,1,40,1.9
133,대전,2022-01-16 11:00,2.1,,6.5,44,1,40,5.8
133,대전,2022-01-16 12:00,2.7,,5.3,38,1,,9.6
133,대전,2022-01-16 13:00,3.1,,5.7,33,1,,11.4
133,대전,2022-01-16 14:00,3.6,,5.7,30,1,,11.5
133,대전,2022-01-16 15:00,4,,5,32,1,,10
133,대전,2022-01-16 16:00,2.7,,5,30,1,,6
133,대전,2022-01-16 17:00,.7,,5,31,.9,,0
133,대전,2022-01-16 18:00,-.7,,3.8,40,0,,-2.1
133,대전,2022-01-16 19:00,-1.8,,2.2,44,,,-3.2
133,대전,2022-01-16 20:00,-2.8,,2.4,49,,,-4.1
133,대전,2022-01-16 21:00,-3.7,,1.9,53,,,-5
133,대전,2022-01-16 22:00,-3.7,,2.7,54,,,-5.2
133,대전,2022-01-16 23:00,-3.8,,2.2,52,,,-5.5
133,대전,2022-01-17 00:00,-4.3,,1.6,54,,,-6
133,대전,2022-01-17 01:00,-4.6,,1.1,56,,,-6
133,대전,2022-01-17 02:00,-5.7,,2.2,61,,,-6.6
133,대전,2022-01-17 03:00,-6.1,,1.4,61,,,-7.1
133,대전,2022-01-17 04:00,-6.5,,1.9,64,,,-7.4
133,대전,2022-01-17 05:00,-6.6,,1.1,67,,,-6.8
133,대전,2022-01-17 06:00,-6.6,,1,65,,,-7.3
133,대전,2022-01-17 07:00,-7,,1,61,,,-7.5
133,대전,2022-01-17 08:00,-7.1,,1.3,68,0,,-7.6
133,대전,2022-01-17 09:00,-6.6,,1,68,.2,,-5.8
133,대전,2022-01-17 10:00,-3.6,,.6,55,1,,.1
133,대전,2022-01-17 11:00,-.6,,1.8,50,1,,4.4
133,대전,2022-01-17 12:00,.2,,1.4,48,.8,,6.5
133,대전,2022-01-17 13:00,1.1,,2.5,48,.3,,7.3
133,대전,2022-01-17 14:00,1.9,,2.7,48,.6,,8.1
133,대전,2022-01-17 15:00,1.8,,2.5,53,.2,,4.9
133,대전,2022-01-17 16:00,.6,,2.3,71,0,05,1.6
133,대전,2022-01-17 17:00,.2,,1.9,81,0,05,-.1
133,대전,2022-01-17 18:00,0,0,3.6,71,0,05,-1.5
133,대전,2022-01-17 19:00,0,,2,71,,05,-1.3
133,대전,2022-01-17 20:00,-1.1,,4.6,55,,05,-2.2
133,대전,2022-01-17 21:00,-1.8,0,6,60,,05,-2.3
133,대전,2022-01-17 22:00,-3.3,,4.4,50,,05,-4.5
